price,year,condition,cylinders,fuel,odometer,transmission,size,type
7229,2012,excellent,4 cylinders,gas,85869,automatic,compact,sedan
1250,2004,fair,4 cylinders,gas,18500,automatic,mid-size,sedan
16900,2015,good,6 cylinders,gas,46895,automatic,mid-size,coupe
8000,2014,excellent,4 cylinders,gas,26000,manual,compact,sedan
10900,2013,excellent,6 cylinders,gas,53000,automatic,mid-size,sedan
15995,2017,good,4 cylinders,gas,13922,automatic,full-size,sedan
15995,2019,good,4 cylinders,gas,10858,automatic,full-size,sedan
12720,2015,excellent,6 cylinders,gas,51,automatic,compact,sedan
5900,2007,good,4 cylinders,gas,21018,automatic,compact,hatchback
11495,2014,excellent,4 cylinders,gas,62200,automatic,mid-size,sedan
19377,2017,excellent,4 cylinders,gas,85912,automatic,mid-size,hatchback
14995,2015,excellent,4 cylinders,gas,71025,automatic,compact,wagon
22500,2014,excellent,6 cylinders,gas,74800,automatic,mid-size,sedan
8995,2010,excellent,4 cylinders,gas,59342,automatic,mid-size,sedan
8393,2010,excellent,4 cylinders,gas,89308,automatic,mid-size,sedan
10590,2014,excellent,6 cylinders,gas,82000,automatic,full-size,sedan
10800,2011,excellent,4 cylinders,gas,87600,automatic,full-size,sedan
9000,2016,good,4 cylinders,gas,26620,automatic,sub-compact,sedan
7500,2012,excellent,4 cylinders,gas,91000,manual,mid-size,wagon
399,2016,excellent,6 cylinders,gas,55772,automatic,mid-size,coupe
419,2019,excellent,6 cylinders,gas,18766,automatic,full-size,sedan
12900,2010,like new,4 cylinders,gas,27000,automatic,compact,hatchback
9000,2013,excellent,4 cylinders,diesel,65091,automatic,full-size,sedan
17000,2014,excellent,4 cylinders,gas,79000,automatic,full-size,wagon
23995,2017,good,6 cylinders,gas,16416,manual,compact,coupe
13750,2011,like new,6 cylinders,gas,41608,automatic,mid-size,sedan
23500,2013,excellent,6 cylinders,gas,45642,automatic,full-size,hatchback
13995,2011,excellent,6 cylinders,gas,61507,automatic,mid-size,sedan
7450,2014,excellent,4 cylinders,gas,87005,automatic,compact,hatchback
20501,2020,excellent,4 cylinders,gas,2073,automatic,compact,wagon
9600,2018,good,4 cylinders,gas,68300,automatic,compact,sedan
12637,2014,excellent,6 cylinders,gas,68838,automatic,full-size,sedan
14995,2017,like new,4 cylinders,gas,56000,automatic,mid-size,sedan
12000,2010,good,6 cylinders,diesel,65817,automatic,compact,coupe
23000,2019,excellent,4 cylinders,gas,10333,automatic,sub-compact,coupe
3200,2006,fair,4 cylinders,gas,84325,automatic,compact,sedan
14800,2018,excellent,4 cylinders,gas,50300,automatic,mid-size,sedan
13500,2013,excellent,4 cylinders,diesel,27925,automatic,mid-size,sedan
14995,2018,like new,4 cylinders,gas,32800,manual,compact,sedan
25995,2018,excellent,6 cylinders,gas,28578,automatic,full-size,wagon
12500,2013,excellent,4 cylinders,diesel,49948,automatic,mid-size,sedan
22500,2015,like new,4 cylinders,gas,29500,automatic,compact,coupe
20800,2017,excellent,4 cylinders,gas,62537,automatic,sub-compact,coupe
8499,2012,excellent,4 cylinders,gas,74706,automatic,mid-size,hatchback
14900,2018,excellent,4 cylinders,gas,14100,automatic,mid-size,sedan
14500,2015,excellent,6 cylinders,gas,98893,automatic,full-size,wagon
8650,2008,good,4 cylinders,gas,84831,automatic,mid-size,sedan
12500,2013,excellent,4 cylinders,diesel,54610,automatic,mid-size,sedan
13990,2014,like new,4 cylinders,diesel,39230,automatic,full-size,sedan
23500,2017,excellent,6 cylinders,gas,41433,automatic,mid-size,coupe
14995,2015,excellent,6 cylinders,gas,91912,manual,sub-compact,coupe
25597,2016,excellent,6 cylinders,gas,51538,automatic,mid-size,sedan
3200,2017,excellent,4 cylinders,gas,56000,automatic,mid-size,hatchback
9950,2009,like new,6 cylinders,gas,60450,automatic,mid-size,coupe
7400,2015,excellent,4 cylinders,gas,95000,automatic,mid-size,sedan
15900,2012,good,6 cylinders,gas,90722,automatic,full-size,sedan
39995,2016,excellent,6 cylinders,gas,19233,automatic,full-size,sedan
14900,2017,excellent,4 cylinders,gas,68607,automatic,mid-size,sedan
3800,2007,good,4 cylinders,gas,59333,automatic,mid-size,sedan
7800,2014,excellent,4 cylinders,gas,63000,automatic,mid-size,sedan
19995,2019,excellent,4 cylinders,gas,12706,automatic,compact,wagon
13495,2013,like new,6 cylinders,gas,90,automatic,full-size,sedan
8400,2009,excellent,6 cylinders,gas,99082,automatic,full-size,sedan
22500,2020,excellent,4 cylinders,gas,5904,automatic,compact,sedan
12500,2015,excellent,4 cylinders,gas,60500,automatic,mid-size,sedan
7700,2016,excellent,4 cylinders,gas,76000,automatic,compact,sedan
10989,2017,excellent,4 cylinders,gas,75964,automatic,mid-size,sedan
17900,2017,excellent,4 cylinders,gas,17900,automatic,compact,hatchback
20990,2016,like new,6 cylinders,gas,59377,automatic,mid-size,coupe
13000,2014,excellent,4 cylinders,gas,89000,manual,full-size,sedan
23500,2017,like new,4 cylinders,gas,41000,manual,compact,coupe
2900,2003,excellent,6 cylinders,gas,94000,automatic,full-size,sedan
14988,2014,excellent,4 cylinders,gas,76756,automatic,full-size,sedan
5500,2013,like new,4 cylinders,gas,75000,automatic,compact,sedan
9999,2011,excellent,4 cylinders,gas,78534,automatic,mid-size,sedan
11000,2010,like new,6 cylinders,gas,29445,automatic,full-size,sedan
6999,2007,excellent,4 cylinders,gas,91000,automatic,compact,hatchback
14995,2017,like new,4 cylinders,gas,55000,automatic,mid-size,sedan
9995,2014,excellent,4 cylinders,gas,77000,automatic,mid-size,sedan
16995,2019,like new,4 cylinders,gas,25000,automatic,mid-size,sedan
25995,2020,like new,4 cylinders,gas,12679,automatic,mid-size,sedan
10900,2015,excellent,4 cylinders,gas,89753,automatic,full-size,sedan
16995,2018,excellent,6 cylinders,gas,87984,automatic,full-size,sedan
11500,2011,excellent,6 cylinders,gas,95500,automatic,full-size,sedan
2250,2006,good,4 cylinders,gas,18500,automatic,full-size,sedan
29600,2019,like new,4 cylinders,gas,20000,automatic,compact,hatchback
13500,2015,good,4 cylinders,gas,70000,automatic,mid-size,sedan
6995,2008,excellent,6 cylinders,gas,97000,automatic,mid-size,coupe
16995,2013,excellent,6 cylinders,gas,73155,automatic,full-size,sedan
12348,2017,excellent,4 cylinders,gas,51533,automatic,mid-size,hatchback
14995,2012,excellent,4 cylinders,gas,67864,automatic,mid-size,sedan
15900,2014,good,6 cylinders,gas,63046,automatic,full-size,sedan
7985,2006,like new,6 cylinders,gas,98841,manual,full-size,sedan
5950,2010,good,6 cylinders,gas,87121,automatic,full-size,sedan
7200,2006,excellent,4 cylinders,gas,76000,manual,sub-compact,sedan
11895,2014,excellent,6 cylinders,gas,97181,automatic,full-size,sedan
13500,2013,excellent,4 cylinders,diesel,35015,automatic,mid-size,sedan
4200,2003,excellent,6 cylinders,gas,87000,automatic,full-size,sedan
18500,2015,excellent,6 cylinders,gas,81160,automatic,sub-compact,coupe
8195,2015,excellent,4 cylinders,gas,60000,automatic,mid-size,sedan
19495,2019,excellent,4 cylinders,gas,6184,automatic,compact,sedan
9395,2017,like new,4 cylinders,gas,27127,automatic,mid-size,sedan
13988,2015,excellent,4 cylinders,diesel,63837,automatic,mid-size,sedan
16995,2017,excellent,4 cylinders,gas,13144,automatic,mid-size,sedan
11995,2017,excellent,4 cylinders,gas,36165,automatic,mid-size,sedan
10900,2013,excellent,4 cylinders,gas,87800,automatic,compact,hatchback
11900,2011,like new,4 cylinders,gas,76000,automatic,full-size,wagon
9695,2017,good,4 cylinders,gas,42000,automatic,mid-size,sedan
7300,2008,good,6 cylinders,gas,80000,automatic,compact,coupe
14000,2019,excellent,4 cylinders,gas,19600,automatic,mid-size,hatchback
16500,2017,like new,4 cylinders,gas,17000,automatic,full-size,sedan
12995,2016,excellent,4 cylinders,gas,73769,automatic,mid-size,sedan
3200,2017,excellent,4 cylinders,gas,56000,automatic,mid-size,hatchback
13800,2011,good,4 cylinders,gas,28000,automatic,mid-size,sedan
21499,2016,excellent,4 cylinders,gas,30128,manual,compact,coupe
7990,2013,like new,4 cylinders,gas,69717,automatic,compact,hatchback
17400,2014,excellent,6 cylinders,gas,63682,automatic,mid-size,sedan
7900,2011,good,4 cylinders,gas,84000,automatic,compact,hatchback
9995,2011,excellent,4 cylinders,gas,83465,automatic,compact,wagon
8420,2013,excellent,4 cylinders,gas,76196,automatic,compact,sedan
3495,2003,good,6 cylinders,gas,94000,automatic,full-size,sedan
7995,2013,good,6 cylinders,gas,74545,automatic,mid-size,sedan
4295,2007,excellent,4 cylinders,gas,85614,manual,compact,sedan
13750,2018,excellent,4 cylinders,gas,24000,automatic,compact,sedan
14500,2017,excellent,4 cylinders,gas,30772,automatic,full-size,sedan
7495,2009,excellent,4 cylinders,gas,24434,automatic,sub-compact,sedan
5995,2008,excellent,4 cylinders,gas,88828,automatic,sub-compact,sedan
16990,2018,excellent,4 cylinders,gas,67000,automatic,full-size,sedan
12990,2016,excellent,4 cylinders,gas,89000,automatic,mid-size,sedan
6990,2010,good,4 cylinders,gas,36255,automatic,mid-size,wagon
5500,2007,like new,6 cylinders,gas,92000,automatic,full-size,sedan
7995,2013,good,4 cylinders,gas,92847,automatic,mid-size,sedan
8500,2013,excellent,4 cylinders,gas,65682,manual,compact,sedan
5999,2014,excellent,4 cylinders,gas,87999,manual,mid-size,hatchback
3490,2008,good,4 cylinders,gas,97928,automatic,mid-size,sedan
12000,2012,like new,6 cylinders,gas,71000,automatic,mid-size,wagon
9200,2013,like new,4 cylinders,diesel,62099,automatic,mid-size,sedan
19500,2015,like new,6 cylinders,gas,47500,automatic,full-size,sedan
9495,2016,excellent,4 cylinders,gas,87500,automatic,compact,sedan
12500,2016,like new,4 cylinders,gas,56520,automatic,compact,sedan
6995,2013,good,4 cylinders,gas,77921,manual,compact,sedan
15500,2019,like new,4 cylinders,gas,14000,automatic,compact,sedan
17500,2016,like new,4 cylinders,gas,13500,automatic,mid-size,hatchback
5700,2014,excellent,4 cylinders,gas,69000,automatic,compact,sedan
9500,2016,excellent,4 cylinders,gas,40000,automatic,mid-size,sedan
12999,2012,excellent,6 cylinders,gas,36000,automatic,full-size,sedan
8200,2007,excellent,6 cylinders,gas,64000,manual,full-size,coupe
2500,2004,good,6 cylinders,gas,55000,automatic,mid-size,sedan
2995,2002,excellent,4 cylinders,gas,88000,manual,compact,hatchback
17950,2013,excellent,6 cylinders,gas,40000,automatic,mid-size,sedan
20950,2018,excellent,4 cylinders,gas,37539,automatic,mid-size,wagon
3800,2007,excellent,4 cylinders,gas,76000,automatic,full-size,sedan
13490,2013,like new,4 cylinders,diesel,44086,automatic,full-size,sedan
12990,2013,like new,4 cylinders,diesel,50301,automatic,full-size,sedan
11980,2016,excellent,4 cylinders,gas,87319,automatic,full-size,sedan
12490,2014,like new,4 cylinders,diesel,59411,automatic,full-size,sedan
5400,2010,good,6 cylinders,gas,11700,automatic,full-size,sedan
11950,2015,like new,4 cylinders,gas,64600,automatic,mid-size,sedan
14995,2015,excellent,4 cylinders,gas,71025,automatic,compact,wagon
3800,2006,excellent,4 cylinders,gas,91000,automatic,compact,sedan
14500,2017,excellent,4 cylinders,gas,156,automatic,compact,sedan
8995,2010,excellent,4 cylinders,gas,59342,automatic,mid-size,sedan
12637,2014,excellent,6 cylinders,gas,68838,automatic,full-size,sedan
13995,2011,excellent,6 cylinders,gas,61507,automatic,mid-size,sedan
12000,2020,new,4 cylinders,gas,10589,automatic,full-size,hatchback
6750,2012,excellent,6 cylinders,gas,90000,automatic,mid-size,sedan
24500,2018,like new,6 cylinders,gas,48000,automatic,mid-size,sedan
2700,2005,good,6 cylinders,gas,89134,automatic,mid-size,sedan
18495,2014,like new,6 cylinders,gas,60000,automatic,full-size,sedan
12900,2015,excellent,4 cylinders,gas,26724,automatic,mid-size,hatchback
7500,2010,excellent,4 cylinders,gas,95,automatic,compact,coupe
14900,2017,excellent,4 cylinders,gas,68607,automatic,mid-size,sedan
25597,2016,excellent,6 cylinders,gas,51538,automatic,mid-size,sedan
17500,2014,like new,6 cylinders,gas,31000,automatic,full-size,sedan
10989,2017,excellent,4 cylinders,gas,75964,automatic,mid-size,sedan
19879,2017,excellent,4 cylinders,gas,33757,automatic,mid-size,wagon
21499,2018,excellent,4 cylinders,gas,26900,manual,compact,coupe
6500,2006,excellent,6 cylinders,gas,84642,automatic,mid-size,sedan
25500,2018,like new,4 cylinders,gas,9700,automatic,compact,coupe
19995,2019,excellent,4 cylinders,gas,12706,automatic,compact,wagon
6500,2008,like new,6 cylinders,gas,95000,automatic,full-size,sedan
9900,2010,like new,6 cylinders,gas,98000,automatic,mid-size,sedan
13000,2012,like new,4 cylinders,gas,10326,automatic,full-size,sedan
4995,2004,excellent,6 cylinders,gas,94782,automatic,full-size,sedan
13988,2015,excellent,4 cylinders,diesel,63837,automatic,mid-size,sedan
7900,2012,like new,4 cylinders,gas,79400,automatic,mid-size,hatchback
12995,2013,excellent,4 cylinders,gas,69000,automatic,mid-size,sedan
12800,2017,excellent,4 cylinders,gas,28500,automatic,full-size,sedan
12348,2017,excellent,4 cylinders,gas,51533,automatic,mid-size,hatchback
8495,2017,excellent,4 cylinders,gas,70212,manual,mid-size,sedan
7500,2014,good,4 cylinders,gas,95000,automatic,mid-size,sedan
15950,2014,like new,6 cylinders,gas,46900,automatic,mid-size,sedan
9500,2015,like new,4 cylinders,gas,50708,automatic,compact,sedan
7500,2008,excellent,6 cylinders,gas,53800,automatic,full-size,sedan
7900,2016,excellent,4 cylinders,gas,99760,automatic,mid-size,sedan
24499,2016,excellent,6 cylinders,gas,53146,automatic,full-size,sedan
9900,2013,excellent,4 cylinders,gas,89000,automatic,compact,sedan
9000,2013,good,4 cylinders,gas,90000,automatic,full-size,hatchback
6495,2014,excellent,4 cylinders,gas,59756,automatic,mid-size,sedan
14995,2012,excellent,4 cylinders,gas,67864,automatic,mid-size,sedan
37257,2018,excellent,6 cylinders,gas,36366,automatic,full-size,sedan
7500,2012,good,4 cylinders,gas,82675,automatic,mid-size,sedan
21995,2018,like new,6 cylinders,gas,45095,automatic,full-size,sedan
11495,2013,good,4 cylinders,gas,80558,automatic,mid-size,sedan
13950,2017,excellent,4 cylinders,gas,37882,automatic,mid-size,sedan
8977,2014,excellent,4 cylinders,gas,90321,automatic,full-size,sedan
17995,2016,excellent,4 cylinders,gas,37003,automatic,mid-size,wagon
21499,2016,excellent,4 cylinders,gas,30128,manual,compact,coupe
13999,2013,like new,4 cylinders,gas,65852,manual,mid-size,sedan
12000,2012,like new,6 cylinders,gas,71000,automatic,mid-size,wagon
14950,2014,excellent,6 cylinders,gas,79889,automatic,full-size,sedan
14000,2015,like new,4 cylinders,gas,84887,automatic,mid-size,sedan
12988,2013,excellent,4 cylinders,diesel,75842,automatic,mid-size,sedan
12995,2016,excellent,4 cylinders,gas,73769,automatic,mid-size,sedan
8500,2016,like new,4 cylinders,gas,47000,automatic,compact,sedan
23399,2016,excellent,6 cylinders,gas,99,automatic,mid-size,sedan
9995,2011,excellent,4 cylinders,gas,83465,automatic,compact,wagon
13900,2017,like new,4 cylinders,gas,62000,automatic,mid-size,sedan
12000,2016,excellent,4 cylinders,gas,39500,automatic,compact,hatchback
12500,2015,good,4 cylinders,gas,22442,automatic,compact,hatchback
22900,2014,excellent,6 cylinders,gas,74000,automatic,mid-size,sedan
10995,2007,excellent,6 cylinders,gas,81788,automatic,mid-size,sedan
7500,2010,excellent,4 cylinders,gas,82670,automatic,full-size,sedan
7000,2010,excellent,4 cylinders,gas,83653,automatic,mid-size,sedan
13995,2016,excellent,4 cylinders,gas,53011,automatic,full-size,sedan
10995,2016,excellent,4 cylinders,gas,52045,automatic,compact,hatchback
10995,2011,excellent,4 cylinders,gas,49405,automatic,mid-size,sedan
20995,2017,excellent,6 cylinders,gas,27708,automatic,mid-size,sedan
7995,2014,excellent,4 cylinders,gas,50423,automatic,compact,hatchback
10995,2012,excellent,4 cylinders,gas,45946,automatic,compact,sedan
14995,2016,excellent,4 cylinders,gas,24433,automatic,compact,hatchback
11995,2012,excellent,4 cylinders,gas,30169,automatic,mid-size,hatchback
11900,2017,like new,4 cylinders,gas,7600,automatic,sub-compact,sedan
17195,2017,excellent,4 cylinders,gas,20252,automatic,mid-size,wagon
8995,2014,excellent,4 cylinders,gas,56778,automatic,compact,sedan
6995,2005,like new,4 cylinders,gas,54000,automatic,mid-size,sedan
11500,2014,excellent,4 cylinders,gas,47600,automatic,compact,sedan
4995,2008,like new,4 cylinders,gas,61000,automatic,compact,coupe
4995,2003,like new,6 cylinders,gas,54000,automatic,full-size,sedan
9000,2010,excellent,6 cylinders,gas,87443,automatic,full-size,sedan
35995,2020,like new,6 cylinders,gas,34300,automatic,mid-size,coupe
10200,2016,excellent,6 cylinders,gas,71000,automatic,full-size,sedan
7950,2008,good,4 cylinders,gas,59000,automatic,mid-size,sedan
9300,2015,good,4 cylinders,gas,54000,automatic,full-size,sedan
8000,2016,excellent,4 cylinders,gas,59826,manual,compact,sedan
5000,2009,good,4 cylinders,gas,97000,automatic,sub-compact,coupe
7995,2014,good,4 cylinders,gas,88000,automatic,mid-size,sedan
5000,2006,excellent,6 cylinders,gas,85000,automatic,full-size,sedan
5500,2008,excellent,4 cylinders,gas,57000,automatic,full-size,sedan
6995,2010,excellent,4 cylinders,gas,97000,automatic,mid-size,hatchback
1,2008,good,6 cylinders,gas,90000,automatic,sub-compact,coupe
16500,2015,like new,6 cylinders,gas,33000,automatic,mid-size,sedan
1,2017,like new,4 cylinders,gas,4000,automatic,mid-size,hatchback
4380,2009,excellent,4 cylinders,gas,96555,automatic,full-size,sedan
2995,2007,like new,6 cylinders,gas,87000,automatic,mid-size,sedan
2495,2001,like new,4 cylinders,gas,69000,manual,compact,sedan
2495,2004,like new,4 cylinders,gas,75000,automatic,mid-size,sedan
12999,2014,excellent,4 cylinders,gas,52896,manual,compact,hatchback
1000,2017,like new,4 cylinders,gas,85216,automatic,mid-size,sedan
15995,2017,excellent,4 cylinders,gas,40575,automatic,mid-size,sedan
11765,2016,excellent,4 cylinders,gas,66226,automatic,mid-size,sedan
4495,2008,excellent,6 cylinders,gas,88005,automatic,full-size,sedan
6295,2015,excellent,4 cylinders,gas,75231,automatic,compact,hatchback
6795,2010,excellent,4 cylinders,gas,85000,automatic,mid-size,coupe
6795,2016,excellent,4 cylinders,gas,74801,automatic,compact,sedan
9495,2016,excellent,4 cylinders,gas,85442,automatic,full-size,sedan
7495,2014,excellent,4 cylinders,gas,50897,automatic,compact,coupe
6295,2007,excellent,4 cylinders,gas,69000,automatic,mid-size,sedan
12900,2015,like new,4 cylinders,gas,26724,automatic,mid-size,hatchback
16000,2015,good,4 cylinders,gas,64500,automatic,mid-size,wagon
6495,2015,excellent,4 cylinders,gas,95000,automatic,mid-size,sedan
15000,2016,like new,4 cylinders,gas,40300,automatic,full-size,sedan
9500,2014,excellent,4 cylinders,gas,44300,automatic,mid-size,sedan
12999,2014,good,4 cylinders,gas,84000,automatic,full-size,sedan
22995,2013,excellent,6 cylinders,gas,62800,automatic,mid-size,sedan
13995,2014,new,4 cylinders,gas,45079,automatic,compact,hatchback
7500,2010,good,6 cylinders,gas,90000,automatic,full-size,sedan
4500,2003,excellent,6 cylinders,gas,82300,automatic,full-size,sedan
9475,2017,excellent,4 cylinders,gas,54980,automatic,mid-size,sedan
21995,2015,good,4 cylinders,gas,72280,automatic,mid-size,sedan
11495,2015,good,4 cylinders,gas,64522,automatic,mid-size,sedan
8995,2008,like new,4 cylinders,gas,74638,automatic,full-size,sedan
4995,2007,excellent,6 cylinders,gas,91000,automatic,mid-size,sedan
12900,2017,excellent,4 cylinders,gas,78657,automatic,mid-size,sedan
22450,2017,excellent,4 cylinders,gas,39359,automatic,compact,coupe
20000,2014,like new,6 cylinders,gas,88000,automatic,mid-size,sedan
13995,2011,excellent,6 cylinders,gas,61507,automatic,mid-size,sedan
9995,2013,excellent,4 cylinders,gas,90980,automatic,compact,sedan
8420,2013,excellent,4 cylinders,gas,76196,automatic,compact,sedan
6250,2015,excellent,4 cylinders,gas,70985,automatic,full-size,sedan
19840,2017,excellent,4 cylinders,gas,42349,automatic,mid-size,sedan
9750,2014,excellent,6 cylinders,gas,75000,automatic,full-size,sedan
10599,2012,good,4 cylinders,gas,49754,automatic,mid-size,sedan
14800,2017,excellent,4 cylinders,gas,70404,manual,mid-size,sedan
12800,2014,excellent,4 cylinders,gas,97619,automatic,mid-size,sedan
14900,2013,excellent,4 cylinders,gas,99000,automatic,full-size,sedan
12800,2013,excellent,4 cylinders,gas,96352,automatic,mid-size,sedan
13500,2016,like new,4 cylinders,gas,24600,automatic,compact,hatchback
8900,2011,good,4 cylinders,gas,70557,manual,compact,hatchback
5950,2013,excellent,4 cylinders,gas,85000,automatic,sub-compact,hatchback
12901,2014,good,4 cylinders,gas,61551,automatic,compact,sedan
16988,2016,good,4 cylinders,gas,84619,automatic,compact,hatchback
8988,2014,good,4 cylinders,gas,67233,automatic,compact,sedan
11988,2014,good,4 cylinders,gas,86902,automatic,compact,sedan
12988,2016,good,4 cylinders,gas,79994,automatic,compact,sedan
12988,2016,good,4 cylinders,gas,36164,automatic,compact,wagon
11905,2016,good,4 cylinders,gas,20934,automatic,compact,hatchback
13988,2016,good,4 cylinders,gas,67849,automatic,compact,sedan
7995,2013,good,4 cylinders,gas,48337,automatic,compact,hatchback
7200,2011,excellent,6 cylinders,gas,96000,automatic,full-size,sedan
11990,2012,good,6 cylinders,gas,43228,automatic,full-size,coupe
14290,2017,like new,4 cylinders,gas,29217,automatic,mid-size,sedan
12900,2017,excellent,4 cylinders,gas,78657,automatic,mid-size,sedan
5300,2009,good,4 cylinders,gas,79336,automatic,compact,wagon
13200,2014,excellent,4 cylinders,gas,36381,automatic,sub-compact,hatchback
8000,2014,excellent,4 cylinders,gas,56457,automatic,sub-compact,hatchback
12999,2016,excellent,4 cylinders,gas,35000,automatic,mid-size,sedan
1000,2017,like new,4 cylinders,gas,85216,automatic,mid-size,sedan
5499,2010,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
7500,2009,excellent,4 cylinders,gas,87000,automatic,full-size,sedan
9000,2016,excellent,4 cylinders,gas,36514,automatic,compact,hatchback
6995,2003,excellent,6 cylinders,gas,75961,automatic,mid-size,sedan
6995,2010,excellent,4 cylinders,gas,73478,automatic,mid-size,sedan
8500,2008,good,6 cylinders,gas,91500,automatic,full-size,sedan
2995,2003,like new,6 cylinders,gas,99000,automatic,full-size,sedan
5100,2003,like new,6 cylinders,gas,67000,automatic,mid-size,coupe
5600,2011,excellent,4 cylinders,gas,96196,automatic,sub-compact,hatchback
4600,2013,good,4 cylinders,gas,38000,automatic,compact,coupe
8350,2012,excellent,4 cylinders,gas,56000,automatic,mid-size,sedan
16900,2013,like new,6 cylinders,gas,72530,automatic,full-size,sedan
16000,2015,excellent,4 cylinders,gas,64950,automatic,full-size,sedan
12800,2014,like new,4 cylinders,gas,45300,automatic,mid-size,sedan
6500,2007,excellent,4 cylinders,gas,80000,automatic,compact,coupe
6499,2009,excellent,6 cylinders,gas,95000,automatic,mid-size,sedan
11990,2012,good,6 cylinders,gas,43228,automatic,full-size,coupe
14290,2017,like new,4 cylinders,gas,29217,automatic,mid-size,sedan
6500,2012,good,4 cylinders,gas,92000,automatic,full-size,sedan
14900,2013,excellent,4 cylinders,gas,99000,automatic,full-size,sedan
17800,2017,excellent,4 cylinders,gas,22463,automatic,sub-compact,hatchback
15000,2015,good,4 cylinders,gas,67216,automatic,compact,coupe
18444,2018,excellent,4 cylinders,gas,5583,automatic,compact,sedan
3800,2004,good,6 cylinders,gas,96600,automatic,full-size,sedan
6995,2005,like new,4 cylinders,gas,54000,automatic,mid-size,sedan
7000,2012,good,4 cylinders,gas,57000,automatic,full-size,sedan
18500,2014,excellent,6 cylinders,gas,69900,automatic,mid-size,sedan
16400,2016,like new,6 cylinders,gas,55000,automatic,full-size,sedan
9500,2012,excellent,4 cylinders,gas,35378,automatic,sub-compact,wagon
13600,2014,good,4 cylinders,gas,47400,manual,sub-compact,coupe
4000,2007,good,4 cylinders,gas,12000,automatic,compact,coupe
4995,2003,like new,6 cylinders,gas,54000,automatic,full-size,sedan
18900,2016,excellent,4 cylinders,gas,28000,manual,compact,hatchback
4995,2008,like new,4 cylinders,gas,61000,automatic,compact,coupe
7999,2007,excellent,4 cylinders,gas,82000,automatic,full-size,sedan
13500,2013,excellent,4 cylinders,gas,75000,automatic,mid-size,sedan
6200,2012,excellent,4 cylinders,gas,89376,automatic,mid-size,sedan
2995,2007,like new,6 cylinders,gas,87000,automatic,mid-size,sedan
2495,2004,like new,4 cylinders,gas,75000,automatic,mid-size,sedan
2495,2001,like new,4 cylinders,gas,69000,manual,compact,sedan
500,2013,like new,4 cylinders,gas,44995,automatic,full-size,sedan
9885,2015,excellent,4 cylinders,gas,93500,automatic,full-size,sedan
7450,2016,excellent,4 cylinders,gas,82156,automatic,sub-compact,sedan
9997,2015,excellent,4 cylinders,gas,61083,automatic,mid-size,sedan
22869,2017,excellent,4 cylinders,gas,51086,automatic,full-size,wagon
19000,2017,like new,4 cylinders,gas,84000,automatic,full-size,sedan
27992,2019,excellent,4 cylinders,gas,8213,automatic,mid-size,hatchback
8900,2016,excellent,4 cylinders,gas,87000,automatic,compact,hatchback
2495,2004,like new,4 cylinders,gas,75000,automatic,mid-size,sedan
9995,2014,good,4 cylinders,gas,86976,automatic,compact,wagon
2495,2001,like new,4 cylinders,gas,69000,manual,compact,sedan
2995,2007,like new,6 cylinders,gas,87000,automatic,mid-size,sedan
13500,2013,excellent,4 cylinders,gas,41038,automatic,compact,hatchback
10500,2013,excellent,4 cylinders,gas,84000,manual,compact,hatchback
6995,2005,like new,4 cylinders,gas,54000,automatic,mid-size,sedan
11500,2015,excellent,4 cylinders,gas,81059,automatic,compact,sedan
2400,2013,good,4 cylinders,gas,68887,automatic,mid-size,sedan
2400,2015,good,4 cylinders,gas,63537,automatic,mid-size,sedan
9450,2011,excellent,4 cylinders,gas,99366,automatic,mid-size,wagon
7500,2007,excellent,6 cylinders,gas,27912,automatic,full-size,sedan
3500,2008,excellent,4 cylinders,gas,15800,automatic,compact,sedan
16995,2017,excellent,4 cylinders,gas,13144,automatic,mid-size,sedan
11995,2017,excellent,4 cylinders,gas,36165,automatic,mid-size,sedan
16900,2016,excellent,6 cylinders,gas,76000,automatic,full-size,sedan
12500,2016,excellent,4 cylinders,gas,48369,manual,compact,sedan
12450,2015,excellent,4 cylinders,gas,41214,automatic,mid-size,sedan
4995,2008,like new,4 cylinders,gas,61000,automatic,compact,coupe
4995,2003,like new,6 cylinders,gas,54000,automatic,full-size,sedan
6950,2010,excellent,4 cylinders,gas,51326,automatic,compact,sedan
8950,2010,excellent,4 cylinders,gas,84772,automatic,mid-size,wagon
8500,2015,excellent,4 cylinders,gas,99000,automatic,mid-size,sedan
3895,2003,like new,6 cylinders,gas,58000,automatic,compact,sedan
6200,2002,like new,4 cylinders,gas,81200,automatic,full-size,sedan
9999,2014,excellent,4 cylinders,gas,89261,manual,mid-size,sedan
8999,2016,excellent,4 cylinders,gas,63065,automatic,mid-size,sedan
9500,2009,like new,6 cylinders,gas,60450,automatic,mid-size,coupe
11600,2017,excellent,4 cylinders,gas,56575,automatic,compact,hatchback
2000,2018,like new,4 cylinders,gas,42554,automatic,compact,sedan
7999,2013,excellent,4 cylinders,gas,98702,manual,mid-size,hatchback
11000,2008,excellent,6 cylinders,gas,77000,manual,mid-size,coupe
5000,2012,excellent,6 cylinders,gas,71000,automatic,full-size,sedan
33500,2017,like new,4 cylinders,gas,19500,automatic,mid-size,wagon
8900,2013,good,4 cylinders,gas,68500,automatic,mid-size,sedan
11500,2016,excellent,4 cylinders,gas,84000,automatic,compact,hatchback
