price,year,condition,cylinders,fuel,odometer,transmission,size,type
7500,2013,excellent,4 cylinders,gas,86569,automatic,compact,wagon
5000,2005,like new,6 cylinders,gas,54789,automatic,full-size,sedan
15400,2016,like new,6 cylinders,gas,56232,automatic,mid-size,sedan
15500,2016,excellent,4 cylinders,diesel,58236,automatic,compact,sedan
15400,2016,like new,6 cylinders,gas,60232,automatic,mid-size,sedan
4400,2011,excellent,4 cylinders,gas,82000,automatic,mid-size,sedan
3300,2007,good,6 cylinders,gas,95000,manual,mid-size,sedan
5995,2012,good,4 cylinders,gas,26000,automatic,mid-size,sedan
20900,2017,excellent,4 cylinders,gas,26700,automatic,mid-size,sedan
5350,2007,excellent,6 cylinders,gas,82579,automatic,mid-size,sedan
13000,2012,excellent,4 cylinders,gas,98500,manual,compact,hatchback
8500,2012,excellent,4 cylinders,gas,98130,automatic,compact,sedan
10995,2017,excellent,4 cylinders,gas,24541,automatic,compact,sedan
18700,2017,excellent,4 cylinders,gas,43000,automatic,mid-size,sedan
11834,2013,excellent,4 cylinders,diesel,79949,automatic,full-size,sedan
8500,2016,excellent,4 cylinders,gas,80000,automatic,mid-size,sedan
24950,2017,like new,4 cylinders,gas,29000,automatic,full-size,sedan
25500,2019,good,6 cylinders,gas,25425,automatic,full-size,sedan
18000,2019,like new,4 cylinders,gas,19000,manual,compact,hatchback
22599,2018,like new,4 cylinders,gas,34972,automatic,full-size,sedan
1800,2009,good,4 cylinders,gas,92364,automatic,compact,sedan
8850,2011,excellent,6 cylinders,gas,88000,automatic,full-size,sedan
6999,2013,like new,4 cylinders,gas,87605,automatic,compact,sedan
11991,2019,like new,4 cylinders,gas,32724,automatic,compact,hatchback
14991,2019,like new,4 cylinders,gas,42524,automatic,mid-size,sedan
17691,2019,like new,4 cylinders,gas,44869,automatic,mid-size,sedan
5000,2005,like new,6 cylinders,gas,54789,automatic,mid-size,sedan
12391,2019,like new,4 cylinders,gas,37307,automatic,compact,sedan
18294,2017,excellent,4 cylinders,gas,80935,automatic,full-size,wagon
15000,2016,excellent,4 cylinders,gas,44700,automatic,mid-size,sedan
12991,2015,excellent,4 cylinders,gas,63594,automatic,mid-size,sedan
23500,2009,excellent,6 cylinders,gas,41646,manual,compact,coupe
5995,2011,excellent,4 cylinders,gas,99088,automatic,mid-size,sedan
21000,2016,excellent,6 cylinders,gas,24500,automatic,full-size,sedan
5500,2007,good,4 cylinders,gas,86000,manual,compact,coupe
19000,2017,excellent,4 cylinders,gas,49659,automatic,compact,hatchback
6300,2010,excellent,4 cylinders,gas,74000,automatic,mid-size,sedan
10999,2017,excellent,4 cylinders,gas,89166,automatic,compact,sedan
6250,2012,excellent,4 cylinders,gas,68400,automatic,sub-compact,hatchback
10295,2015,excellent,4 cylinders,gas,78017,automatic,compact,coupe
9850,2016,excellent,4 cylinders,gas,77000,automatic,mid-size,sedan
13990,2013,excellent,4 cylinders,gas,94476,automatic,compact,sedan
12300,2018,good,4 cylinders,gas,11153,automatic,mid-size,sedan
10999,2017,excellent,4 cylinders,gas,63792,automatic,compact,sedan
3700,2006,good,4 cylinders,gas,67022,automatic,compact,sedan
29950,2017,excellent,4 cylinders,gas,10025,automatic,mid-size,sedan
16988,2015,excellent,4 cylinders,gas,80150,automatic,compact,sedan
9300,2016,excellent,4 cylinders,gas,80377,automatic,mid-size,sedan
11000,2011,excellent,6 cylinders,gas,98000,automatic,sub-compact,sedan
16900,2014,like new,6 cylinders,gas,19000,manual,mid-size,coupe
9990,2010,excellent,6 cylinders,gas,78100,automatic,full-size,sedan
9900,2017,excellent,4 cylinders,gas,41800,automatic,mid-size,sedan
8000,2006,good,6 cylinders,gas,76,automatic,full-size,sedan
12000,2015,like new,4 cylinders,diesel,53000,automatic,mid-size,sedan
8500,2012,excellent,4 cylinders,diesel,83000,automatic,compact,sedan
14500,2013,excellent,6 cylinders,gas,77277,automatic,full-size,sedan
9500,2013,excellent,4 cylinders,gas,63425,automatic,mid-size,wagon
18995,2017,good,4 cylinders,gas,18884,automatic,mid-size,sedan
4700,2002,excellent,4 cylinders,gas,69000,automatic,mid-size,sedan
3500,2002,like new,6 cylinders,gas,86000,automatic,mid-size,sedan
15000,2011,excellent,6 cylinders,diesel,74531,automatic,mid-size,sedan
3250,2011,like new,4 cylinders,gas,142,automatic,compact,sedan
6000,2009,excellent,4 cylinders,gas,95678,automatic,compact,hatchback
8970,2015,excellent,6 cylinders,gas,56376,automatic,full-size,sedan
12990,2015,excellent,4 cylinders,gas,59586,automatic,full-size,sedan
16500,2017,excellent,4 cylinders,gas,16000,automatic,mid-size,sedan
10950,2017,good,4 cylinders,gas,39000,automatic,full-size,sedan
6990,2010,excellent,4 cylinders,gas,57000,automatic,compact,hatchback
7990,2013,excellent,4 cylinders,gas,95000,automatic,compact,sedan
9999,2013,excellent,4 cylinders,gas,64710,automatic,compact,wagon
11999,2014,excellent,6 cylinders,gas,74102,automatic,mid-size,sedan
3420,2008,good,4 cylinders,gas,113,automatic,mid-size,coupe
4500,2015,excellent,4 cylinders,gas,97045,automatic,mid-size,sedan
12250,2012,excellent,4 cylinders,gas,33000,automatic,compact,coupe
8500,2015,like new,4 cylinders,gas,53490,automatic,full-size,sedan
19995,2019,excellent,4 cylinders,gas,12086,automatic,sub-compact,sedan
9500,2012,like new,6 cylinders,gas,56986,automatic,full-size,sedan
7495,2009,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
8250,2013,like new,4 cylinders,gas,61377,automatic,full-size,sedan
9800,2012,like new,4 cylinders,gas,86000,automatic,mid-size,sedan
12250,2018,like new,4 cylinders,gas,72136,automatic,full-size,sedan
27995,2018,excellent,4 cylinders,gas,17119,automatic,sub-compact,coupe
8250,2013,like new,4 cylinders,gas,77450,automatic,full-size,sedan
15000,2019,like new,4 cylinders,gas,6317,automatic,full-size,sedan
23995,2018,excellent,4 cylinders,gas,22255,automatic,sub-compact,sedan
17995,2018,excellent,4 cylinders,gas,16152,automatic,sub-compact,sedan
8995,2003,excellent,6 cylinders,gas,64500,automatic,compact,sedan
15000,2015,excellent,4 cylinders,diesel,54149,automatic,mid-size,sedan
15300,2019,like new,4 cylinders,gas,3296,automatic,full-size,sedan
4990,2014,excellent,4 cylinders,gas,91918,automatic,compact,sedan
19200,2016,like new,4 cylinders,gas,45300,automatic,compact,sedan
26000,2018,like new,4 cylinders,gas,24901,automatic,full-size,sedan
16500,2016,excellent,4 cylinders,gas,45000,automatic,compact,coupe
5100,2012,good,4 cylinders,gas,180,automatic,mid-size,sedan
5490,2015,excellent,4 cylinders,gas,84995,automatic,compact,hatchback
4850,2005,excellent,4 cylinders,gas,80196,automatic,mid-size,wagon
7995,2019,good,4 cylinders,gas,5808,automatic,mid-size,sedan
5999,2012,good,4 cylinders,gas,92,automatic,compact,sedan
5800,2010,like new,4 cylinders,gas,106,automatic,mid-size,sedan
14500,2014,excellent,4 cylinders,gas,45600,automatic,mid-size,sedan
10995,2015,excellent,4 cylinders,gas,98200,automatic,full-size,sedan
12995,2011,good,6 cylinders,gas,61412,automatic,mid-size,sedan
4750,2006,good,6 cylinders,gas,206,automatic,mid-size,sedan
15995,2018,good,4 cylinders,gas,63613,automatic,mid-size,sedan
12500,2013,excellent,4 cylinders,gas,88585,automatic,mid-size,sedan
9990,2011,excellent,4 cylinders,gas,83566,automatic,compact,wagon
22750,2019,like new,4 cylinders,gas,1253,automatic,mid-size,sedan
11995,2015,excellent,4 cylinders,gas,86809,automatic,mid-size,sedan
3995,2003,excellent,6 cylinders,gas,63000,automatic,mid-size,sedan
10200,2014,like new,6 cylinders,gas,98000,automatic,full-size,sedan
17899,2017,excellent,4 cylinders,gas,16294,automatic,full-size,sedan
14399,2019,like new,4 cylinders,gas,36074,automatic,full-size,sedan
1,2015,excellent,6 cylinders,gas,45244,automatic,mid-size,coupe
15999,2015,excellent,4 cylinders,gas,45729,automatic,full-size,sedan
4500,2006,good,4 cylinders,gas,84000,manual,compact,coupe
1,2017,excellent,4 cylinders,gas,33934,automatic,mid-size,coupe
1,2012,excellent,6 cylinders,gas,66000,manual,mid-size,coupe
15000,2012,excellent,6 cylinders,gas,68000,automatic,compact,coupe
14800,2016,like new,4 cylinders,gas,31213,automatic,mid-size,wagon
8995,2003,excellent,6 cylinders,gas,64500,automatic,compact,sedan
3500,2007,fair,4 cylinders,gas,96000,automatic,compact,sedan
29550,2017,like new,4 cylinders,gas,21905,automatic,full-size,sedan
7995,2010,like new,4 cylinders,gas,97411,automatic,full-size,sedan
12995,2015,like new,4 cylinders,gas,69734,automatic,full-size,sedan
8995,2013,like new,6 cylinders,gas,98344,automatic,full-size,sedan
11995,2013,like new,4 cylinders,gas,74770,automatic,compact,sedan
9995,2012,like new,4 cylinders,gas,81609,automatic,full-size,sedan
7995,2012,like new,4 cylinders,gas,98349,automatic,compact,sedan
4995,2015,like new,4 cylinders,gas,82625,automatic,compact,hatchback
18600,2019,like new,4 cylinders,gas,9800,automatic,compact,sedan
15500,2017,excellent,4 cylinders,gas,33639,automatic,full-size,sedan
6900,2013,excellent,4 cylinders,gas,77000,manual,compact,sedan
5700,2007,excellent,4 cylinders,gas,98410,manual,compact,sedan
9450,2014,excellent,4 cylinders,gas,55000,automatic,compact,sedan
7495,2013,excellent,4 cylinders,gas,37000,manual,compact,hatchback
7990,2013,like new,4 cylinders,gas,69717,automatic,compact,hatchback
5200,2011,good,6 cylinders,gas,72880,automatic,full-size,sedan
11990,2013,excellent,4 cylinders,diesel,94742,automatic,mid-size,sedan
5500,2012,good,4 cylinders,gas,94000,automatic,compact,sedan
16500,2017,like new,4 cylinders,gas,38000,automatic,compact,sedan
12500,2010,like new,6 cylinders,gas,42000,automatic,full-size,sedan
7500,2013,good,4 cylinders,gas,92000,automatic,full-size,sedan
12000,2013,excellent,4 cylinders,gas,98667,automatic,mid-size,sedan
16999,2016,excellent,4 cylinders,gas,31889,automatic,compact,sedan
9250,2015,excellent,4 cylinders,gas,74150,manual,sub-compact,hatchback
31500,2016,excellent,4 cylinders,gas,35900,manual,mid-size,sedan
6995,2011,excellent,4 cylinders,gas,32000,automatic,compact,sedan
6750,2010,excellent,4 cylinders,gas,85000,automatic,mid-size,sedan
5995,2002,excellent,6 cylinders,gas,98000,automatic,full-size,sedan
16500,2017,excellent,4 cylinders,gas,16000,automatic,mid-size,sedan
7995,2008,excellent,4 cylinders,gas,82000,automatic,full-size,wagon
5000,2013,excellent,4 cylinders,gas,85000,manual,mid-size,coupe
14380,2019,excellent,4 cylinders,gas,25941,automatic,full-size,sedan
16889,2018,excellent,4 cylinders,gas,18158,automatic,full-size,sedan
6990,2008,excellent,4 cylinders,gas,79000,automatic,compact,sedan
22500,2015,excellent,4 cylinders,gas,38000,manual,full-size,sedan
20500,2014,like new,6 cylinders,gas,62000,automatic,full-size,sedan
2995,2003,good,4 cylinders,gas,42017,automatic,compact,coupe
13888,2016,like new,4 cylinders,gas,60109,manual,compact,hatchback
15875,2015,like new,6 cylinders,gas,43529,automatic,mid-size,sedan
23995,2019,like new,6 cylinders,gas,30317,automatic,full-size,sedan
5900,2015,good,4 cylinders,gas,92089,automatic,compact,sedan
6400,2014,good,4 cylinders,gas,79785,automatic,compact,hatchback
8200,2006,excellent,6 cylinders,gas,74000,manual,mid-size,sedan
6500,2015,good,4 cylinders,gas,83774,automatic,compact,sedan
12900,2016,excellent,4 cylinders,gas,81330,automatic,mid-size,sedan
12900,2015,excellent,4 cylinders,gas,36396,automatic,mid-size,sedan
10900,2016,excellent,4 cylinders,gas,81955,automatic,mid-size,sedan
8990,2013,excellent,4 cylinders,gas,94128,automatic,mid-size,coupe
16990,2015,excellent,6 cylinders,gas,69252,automatic,mid-size,coupe
26500,2014,like new,6 cylinders,diesel,86000,automatic,full-size,sedan
15000,2016,like new,4 cylinders,gas,31502,automatic,full-size,sedan
10900,2017,excellent,4 cylinders,gas,37288,automatic,mid-size,sedan
8300,2006,excellent,6 cylinders,gas,81200,automatic,mid-size,coupe
24395,2017,excellent,4 cylinders,gas,35838,automatic,full-size,sedan
19909,2018,like new,4 cylinders,gas,27087,automatic,full-size,sedan
6300,2002,excellent,4 cylinders,gas,55232,automatic,compact,coupe
4200,2016,salvage,4 cylinders,gas,64800,automatic,mid-size,sedan
5000,2005,excellent,6 cylinders,gas,49118,automatic,mid-size,sedan
8000,2007,excellent,4 cylinders,gas,65000,automatic,mid-size,sedan
5995,2014,excellent,4 cylinders,gas,97722,automatic,compact,sedan
11900,2017,excellent,4 cylinders,gas,55454,automatic,mid-size,sedan
12200,2016,excellent,4 cylinders,gas,29200,automatic,compact,sedan
5500,2008,excellent,4 cylinders,gas,40000,manual,compact,hatchback
16988,2015,excellent,4 cylinders,diesel,47166,automatic,mid-size,sedan
5900,2013,excellent,4 cylinders,gas,97122,automatic,sub-compact,hatchback
6500,2017,fair,4 cylinders,gas,31000,automatic,compact,sedan
9900,2015,excellent,4 cylinders,gas,58244,automatic,compact,sedan
22595,2015,excellent,6 cylinders,gas,39284,automatic,full-size,sedan
12999,2018,good,4 cylinders,gas,55000,automatic,mid-size,sedan
10900,2016,excellent,4 cylinders,gas,81955,automatic,mid-size,sedan
2500,2001,good,4 cylinders,gas,30000,manual,mid-size,sedan
13900,2017,excellent,4 cylinders,gas,55454,automatic,mid-size,sedan
23900,2014,like new,6 cylinders,gas,77402,automatic,mid-size,sedan
8995,2016,excellent,4 cylinders,gas,52770,automatic,sub-compact,hatchback
10795,2013,excellent,4 cylinders,gas,70481,automatic,mid-size,sedan
9990,2017,excellent,4 cylinders,gas,91081,manual,compact,sedan
29550,2017,like new,4 cylinders,gas,21905,automatic,full-size,sedan
7500,2013,excellent,4 cylinders,gas,90350,automatic,compact,coupe
21000,2019,like new,4 cylinders,gas,23000,automatic,full-size,sedan
7000,2013,excellent,4 cylinders,gas,78400,automatic,mid-size,sedan
8000,2015,good,4 cylinders,gas,93000,automatic,mid-size,sedan
11995,2009,excellent,6 cylinders,gas,90585,automatic,mid-size,coupe
13799,2016,excellent,4 cylinders,gas,53000,automatic,mid-size,sedan
7977,2012,excellent,4 cylinders,gas,88474,automatic,sub-compact,hatchback
10500,2007,excellent,6 cylinders,gas,53286,automatic,mid-size,coupe
15600,2017,like new,4 cylinders,gas,54400,automatic,full-size,sedan
9999,2014,excellent,4 cylinders,gas,98221,automatic,full-size,sedan
26500,2015,good,6 cylinders,gas,48663,automatic,full-size,coupe
7500,2015,excellent,4 cylinders,gas,86686,automatic,full-size,sedan
16990,2017,like new,4 cylinders,gas,48000,automatic,mid-size,sedan
15850,2018,excellent,4 cylinders,gas,61929,automatic,mid-size,sedan
6995,2013,good,4 cylinders,gas,77921,manual,compact,sedan
21000,2018,like new,4 cylinders,gas,34000,manual,compact,coupe
9990,2011,excellent,4 cylinders,gas,83566,automatic,compact,wagon
5200,2010,good,4 cylinders,gas,72000,automatic,compact,hatchback
11995,2015,excellent,4 cylinders,gas,86809,automatic,mid-size,sedan
16000,2013,like new,6 cylinders,gas,49000,automatic,mid-size,coupe
10700,2014,excellent,4 cylinders,gas,76000,automatic,mid-size,sedan
9900,2015,excellent,4 cylinders,gas,58244,automatic,compact,sedan
13000,2015,like new,4 cylinders,gas,54000,automatic,full-size,sedan
8250,2015,excellent,4 cylinders,gas,81784,automatic,compact,hatchback
11990,2013,excellent,4 cylinders,diesel,94742,automatic,mid-size,sedan
7999,2008,good,6 cylinders,gas,90686,automatic,mid-size,sedan
25000,2018,like new,6 cylinders,gas,23500,automatic,full-size,sedan
6499,2006,good,6 cylinders,gas,80500,automatic,full-size,sedan
13800,2015,excellent,4 cylinders,gas,56124,automatic,mid-size,sedan
10995,2010,good,4 cylinders,gas,73000,automatic,compact,sedan
11995,2016,excellent,4 cylinders,gas,72192,automatic,mid-size,sedan
17500,2017,excellent,4 cylinders,gas,54500,automatic,mid-size,wagon
6500,2004,excellent,6 cylinders,gas,39916,automatic,compact,sedan
12900,2011,excellent,6 cylinders,gas,98800,automatic,full-size,sedan
8995,2014,excellent,4 cylinders,gas,75614,automatic,compact,sedan
7495,2014,excellent,4 cylinders,gas,99923,automatic,compact,sedan
3999,2004,good,4 cylinders,gas,91000,automatic,compact,sedan
4495,2007,good,6 cylinders,gas,99700,automatic,mid-size,sedan
13900,2013,excellent,6 cylinders,gas,0,automatic,compact,coupe
10900,2012,excellent,6 cylinders,gas,94310,automatic,mid-size,sedan
3200,2003,excellent,6 cylinders,gas,96000,automatic,full-size,wagon
11500,2015,excellent,4 cylinders,gas,78462,automatic,mid-size,sedan
17999,2015,excellent,4 cylinders,gas,48162,automatic,mid-size,sedan
8925,2010,excellent,4 cylinders,gas,97977,automatic,compact,sedan
15750,2013,excellent,6 cylinders,gas,81371,automatic,compact,wagon
13925,2013,excellent,4 cylinders,gas,76575,automatic,mid-size,sedan
10925,2018,excellent,4 cylinders,gas,38737,automatic,compact,sedan
9980,2012,good,4 cylinders,gas,80624,automatic,compact,hatchback
11995,2012,excellent,4 cylinders,gas,70000,automatic,compact,sedan
11996,2011,excellent,4 cylinders,gas,82675,automatic,mid-size,sedan
18998,2017,excellent,4 cylinders,gas,85912,automatic,mid-size,hatchback
7495,2013,excellent,4 cylinders,gas,37000,manual,compact,hatchback
15799,2014,excellent,4 cylinders,gas,44200,automatic,full-size,sedan
22990,2016,excellent,4 cylinders,gas,58297,automatic,full-size,sedan
12900,2016,excellent,4 cylinders,gas,81330,automatic,mid-size,sedan
12900,2015,excellent,4 cylinders,gas,36396,automatic,mid-size,sedan
10900,2016,excellent,4 cylinders,gas,81955,automatic,mid-size,sedan
6995,2011,excellent,4 cylinders,gas,38000,automatic,sub-compact,hatchback
11500,2015,like new,4 cylinders,gas,68000,automatic,compact,sedan
11500,2013,excellent,6 cylinders,gas,67000,automatic,full-size,sedan
29995,2015,excellent,6 cylinders,gas,58248,automatic,full-size,sedan
6900,2017,excellent,4 cylinders,gas,67000,automatic,mid-size,sedan
9950,2016,excellent,4 cylinders,gas,64183,automatic,compact,hatchback
1900,2014,excellent,4 cylinders,gas,71000,automatic,full-size,sedan
3995,2005,good,4 cylinders,gas,98000,automatic,mid-size,sedan
1600,2015,good,4 cylinders,gas,71000,automatic,full-size,sedan
1500,2013,good,4 cylinders,gas,66000,manual,mid-size,sedan
1600,2012,good,6 cylinders,gas,68000,automatic,full-size,sedan
1700,2013,good,4 cylinders,gas,83000,automatic,full-size,sedan
2400,2017,good,4 cylinders,gas,27000,automatic,mid-size,wagon
9900,2013,good,4 cylinders,gas,83000,automatic,full-size,sedan
12811,2017,excellent,4 cylinders,gas,37875,automatic,mid-size,sedan
10900,2013,good,4 cylinders,gas,71000,automatic,full-size,sedan
9500,2016,excellent,6 cylinders,gas,76690,automatic,full-size,sedan
13900,2017,good,4 cylinders,gas,27000,automatic,mid-size,wagon
4900,2013,good,4 cylinders,gas,66000,manual,mid-size,sedan
13900,2017,excellent,4 cylinders,gas,55454,automatic,mid-size,sedan
5500,2012,like new,4 cylinders,gas,64000,automatic,compact,hatchback
7800,2012,good,4 cylinders,gas,57000,manual,compact,sedan
17950,2018,like new,4 cylinders,gas,23000,automatic,mid-size,sedan
10600,2016,excellent,4 cylinders,gas,27451,automatic,compact,sedan
4995,2008,excellent,4 cylinders,gas,79413,automatic,compact,sedan
4995,2008,good,4 cylinders,gas,75000,automatic,mid-size,sedan
13500,2014,excellent,4 cylinders,gas,87500,automatic,sub-compact,hatchback
14900,2014,excellent,4 cylinders,gas,83456,automatic,mid-size,sedan
1000,2017,like new,4 cylinders,gas,28000,automatic,mid-size,sedan
1000,2018,like new,4 cylinders,gas,39000,automatic,mid-size,sedan
6900,2005,excellent,4 cylinders,gas,44234,automatic,full-size,sedan
8750,2010,excellent,4 cylinders,gas,97977,automatic,compact,sedan
10250,2013,like new,4 cylinders,gas,21000,automatic,mid-size,sedan
7495,2013,good,4 cylinders,gas,88287,automatic,full-size,sedan
8995,2015,good,4 cylinders,diesel,58296,automatic,mid-size,sedan
7990,2013,like new,4 cylinders,gas,69717,automatic,compact,hatchback
8500,2015,like new,4 cylinders,gas,16000,automatic,mid-size,sedan
700,2017,like new,4 cylinders,gas,29344,automatic,mid-size,sedan
13988,2019,like new,4 cylinders,gas,61000,automatic,full-size,sedan
6999,2007,excellent,4 cylinders,gas,23904,automatic,compact,sedan
500,2019,like new,4 cylinders,gas,41970,automatic,mid-size,sedan
13995,2015,excellent,4 cylinders,gas,54899,automatic,mid-size,sedan
14750,2014,excellent,4 cylinders,gas,61363,automatic,compact,sedan
8000,2009,excellent,4 cylinders,gas,70515,automatic,full-size,sedan
7500,2011,excellent,4 cylinders,gas,75996,automatic,full-size,sedan
6799,2008,excellent,6 cylinders,gas,72031,automatic,full-size,sedan
7799,2013,excellent,4 cylinders,gas,88411,automatic,mid-size,sedan
15750,2013,excellent,6 cylinders,gas,81371,automatic,mid-size,wagon
10925,2012,excellent,6 cylinders,gas,98752,automatic,mid-size,sedan
3300,2003,good,4 cylinders,gas,65386,manual,compact,sedan
4999,2009,excellent,4 cylinders,gas,95621,automatic,mid-size,sedan
15900,2017,excellent,4 cylinders,gas,49500,automatic,mid-size,sedan
8000,2012,excellent,6 cylinders,gas,87182,automatic,mid-size,sedan
700,2017,like new,4 cylinders,gas,35091,automatic,compact,sedan
700,2017,like new,4 cylinders,gas,27869,automatic,mid-size,sedan
700,2016,like new,4 cylinders,gas,44030,automatic,compact,hatchback
700,2017,like new,4 cylinders,gas,19594,automatic,compact,hatchback
700,2014,excellent,4 cylinders,gas,78300,automatic,mid-size,sedan
700,2016,excellent,4 cylinders,gas,84411,automatic,compact,sedan
7900,2010,excellent,4 cylinders,gas,69972,automatic,mid-size,sedan
13000,2016,like new,4 cylinders,gas,42033,automatic,full-size,sedan
17799,2017,excellent,4 cylinders,gas,22813,automatic,full-size,sedan
24988,2019,like new,6 cylinders,gas,37500,automatic,full-size,sedan
1,2015,excellent,4 cylinders,gas,50000,automatic,compact,sedan
12875,2015,excellent,6 cylinders,gas,69502,automatic,mid-size,sedan
7975,2007,excellent,6 cylinders,gas,97992,automatic,mid-size,sedan
15750,2013,excellent,6 cylinders,gas,81371,automatic,mid-size,wagon
15750,2013,excellent,6 cylinders,gas,82298,automatic,mid-size,sedan
10925,2012,excellent,6 cylinders,gas,98752,automatic,mid-size,sedan
15750,2013,excellent,6 cylinders,gas,81371,automatic,mid-size,wagon
17900,2016,excellent,6 cylinders,gas,97724,automatic,full-size,coupe
9988,2015,like new,4 cylinders,gas,75000,automatic,full-size,sedan
12988,2019,like new,4 cylinders,gas,42000,automatic,full-size,sedan
7799,2012,excellent,4 cylinders,gas,70562,automatic,full-size,sedan
7900,2006,like new,4 cylinders,gas,83820,automatic,mid-size,wagon
25,2017,excellent,6 cylinders,gas,20000,automatic,mid-size,hatchback
1000,2017,like new,4 cylinders,gas,28000,automatic,mid-size,sedan
1000,2018,like new,4 cylinders,gas,39000,automatic,mid-size,sedan
23985,2020,excellent,4 cylinders,gas,3258,automatic,full-size,sedan
750,2015,like new,4 cylinders,gas,92011,manual,compact,sedan
11995,2014,like new,4 cylinders,gas,34000,automatic,mid-size,sedan
8000,2009,good,6 cylinders,gas,13400,automatic,full-size,sedan
13990,2014,like new,4 cylinders,diesel,39230,automatic,full-size,sedan
4895,2006,good,6 cylinders,gas,96000,automatic,mid-size,sedan
13988,2019,like new,4 cylinders,gas,35400,automatic,full-size,sedan
4850,2009,like new,4 cylinders,gas,35000,automatic,compact,sedan
8995,2007,excellent,6 cylinders,gas,65000,automatic,full-size,sedan
1000,2008,excellent,6 cylinders,gas,25000,automatic,full-size,sedan
6300,2015,good,4 cylinders,gas,98000,automatic,full-size,sedan
9100,2013,excellent,4 cylinders,gas,80000,automatic,compact,hatchback
13250,2015,excellent,6 cylinders,gas,96247,automatic,full-size,sedan
8500,2009,like new,6 cylinders,gas,93500,automatic,full-size,sedan
10900,2015,excellent,4 cylinders,gas,89753,automatic,full-size,sedan
13691,2018,like new,4 cylinders,gas,37934,automatic,mid-size,hatchback
6500,2012,excellent,6 cylinders,gas,99000,automatic,mid-size,sedan
17900,2017,like new,4 cylinders,gas,17857,automatic,mid-size,sedan
23999,2019,excellent,6 cylinders,gas,23399,automatic,full-size,sedan
15995,2017,like new,4 cylinders,gas,33451,automatic,mid-size,sedan
13490,2013,like new,4 cylinders,diesel,44086,automatic,full-size,sedan
12990,2013,like new,4 cylinders,diesel,50301,automatic,mid-size,sedan
11980,2016,excellent,4 cylinders,gas,87319,automatic,full-size,sedan
12490,2014,like new,4 cylinders,diesel,59411,automatic,full-size,sedan
14500,2017,excellent,4 cylinders,gas,44221,automatic,compact,coupe
2975,2005,like new,4 cylinders,gas,85000,automatic,mid-size,hatchback
6500,2010,excellent,6 cylinders,gas,0,automatic,mid-size,sedan
10995,2012,good,4 cylinders,gas,86775,automatic,compact,sedan
7950,2014,excellent,6 cylinders,gas,68000,automatic,full-size,sedan
5300,2015,fair,4 cylinders,gas,47000,automatic,mid-size,sedan
13899,2017,like new,4 cylinders,gas,73370,automatic,full-size,sedan
7995,2012,good,4 cylinders,gas,53675,automatic,full-size,coupe
12499,2012,excellent,4 cylinders,gas,95253,automatic,mid-size,wagon
25000,2017,excellent,4 cylinders,gas,38708,automatic,mid-size,sedan
9500,2011,excellent,4 cylinders,gas,98000,automatic,compact,hatchback
4500,2006,excellent,6 cylinders,gas,93742,automatic,full-size,sedan
7500,2012,like new,4 cylinders,gas,85000,automatic,compact,coupe
13200,2012,like new,6 cylinders,gas,36800,automatic,full-size,sedan
17990,2017,like new,4 cylinders,gas,53867,automatic,compact,sedan
5990,2012,like new,4 cylinders,gas,70882,automatic,compact,sedan
9490,2015,good,4 cylinders,gas,61600,automatic,compact,sedan
18900,2018,like new,4 cylinders,gas,13000,automatic,mid-size,sedan
13200,2012,like new,6 cylinders,gas,36800,automatic,full-size,sedan
8990,2015,excellent,4 cylinders,gas,94390,automatic,full-size,sedan
4990,2006,excellent,6 cylinders,gas,88675,automatic,mid-size,sedan
4990,2013,excellent,4 cylinders,gas,99188,automatic,mid-size,sedan
9990,2013,excellent,6 cylinders,gas,91825,automatic,full-size,sedan
16000,2015,excellent,4 cylinders,gas,50450,automatic,compact,hatchback
7900,2008,like new,6 cylinders,gas,84437,automatic,mid-size,sedan
11995,2011,excellent,6 cylinders,gas,99186,automatic,mid-size,coupe
9800,2014,excellent,4 cylinders,gas,84000,automatic,compact,coupe
13999,2016,like new,4 cylinders,gas,14000,automatic,full-size,sedan
12500,2016,like new,4 cylinders,gas,37300,automatic,full-size,sedan
12995,2015,excellent,4 cylinders,gas,49195,automatic,compact,sedan
14800,2013,new,6 cylinders,gas,78000,automatic,full-size,sedan
5500,2013,excellent,4 cylinders,gas,91507,automatic,full-size,sedan
7995,2015,excellent,4 cylinders,gas,94187,automatic,full-size,sedan
7300,2011,excellent,4 cylinders,diesel,91000,automatic,mid-size,wagon
2995,2004,good,6 cylinders,gas,91600,automatic,full-size,sedan
5800,2014,excellent,4 cylinders,gas,86462,manual,full-size,sedan
5995,2016,excellent,4 cylinders,gas,92169,automatic,full-size,sedan
6999,2016,good,6 cylinders,gas,99148,automatic,full-size,sedan
4500,2001,excellent,6 cylinders,gas,93170,automatic,full-size,sedan
12000,2016,excellent,4 cylinders,gas,40000,automatic,mid-size,hatchback
17000,2018,like new,4 cylinders,gas,57732,automatic,full-size,sedan
2900,2003,excellent,6 cylinders,gas,98000,automatic,full-size,wagon
6500,2010,good,4 cylinders,gas,95000,automatic,compact,sedan
13999,2017,like new,4 cylinders,gas,35000,automatic,full-size,sedan
34990,2017,excellent,4 cylinders,gas,54086,automatic,compact,coupe
15500,2017,like new,4 cylinders,gas,34000,automatic,full-size,sedan
